,A5S03,A5S04,A502N,A502S,A505S,A506N,A506S,A509N,A509S,KW01,KW1S05,KW1S08,KW1S11,KW1S15,KW1S21,KW12,KW23,KW34,KW45,KW56,KW67,KW78,KW89,KW101N,KW101S,KW910,PRZ12,PRZ23,PRZ34,PRZ45,PRZ56,PRZ67,PRZ78,PRZ89,PRZ910,PRZ1015,PRZ1520,WS01,WS12,WS23,WS34,WS45,WS56,WS67,WS78,WS89,WS910,WS1015,WS1520
KW1S05_k141_5384971_dvf_16485,12.085805,15.14776,0,7.033028,10.927887,0.12489596,14.850401,0.18346818,30.522776,18.326004,49.039795,29.330044,54.029408,34.342472,34.690563,17.279984,18.699577,24.385809,4.2679133,2.2882473,1.0659169,2.080279,0.73005104,0,17.203617,0,11.842074,7.3707466,2.8993778,0.20770992,1.2752413,0,0,0.095814414,0,0,0,13.479419,10.424417,4.966443,8.241504,4.379009,2.0901594,0,0.08334324,0,1.5525135,0.4780523,0.037030544
KW1S05_k141_5996245_dvf_12715,14.339147,16.335016,0,10.802598,13.507633,0,12.297428,0,22.793922,22.175688,49.009663,34.580143,62.899628,37.30817,32.594936,18.016806,18.615932,26.346836,3.3065145,1.8541956,0.33167076,2.9809854,0.4442808,0,14.660819,0,9.969644,8.658634,3.5756762,0.16157758,1.3502363,0.15333563,0,0,0,0.10630523,0,9.650963,10.630904,4.0562825,8.1386595,4.659741,2.3227646,0,0.10805452,0,2.817968,0.5164957,0.06001264
KW1S05_k141_8967519_dvf_31308,24.822353,27.61482,0,24.058939,25.088411,0,36.927612,0.28521132,66.47191,17.771023,73.43003,46.98266,43.782425,74.30222,33.97983,14.697821,12.952346,14.368762,2.5486977,1.747047,0.7184011,1.4412576,0.07060464,0.041984256,41.11921,0.014688244,4.10292,5.6821465,1.5266463,0.06562089,0.4700283,0.108978845,0,0,0,0,0,3.8135765,12.58431,5.0457687,8.212613,4.002408,1.8382953,0,0,0.022423068,0.8992112,0.5453824,0.048745412
KW1S05_k141_1254455_dvf_16183,19.881674,31.515947,0,51.108204,48.48944,0,31.621424,0.9923075,61.065434,14.77883,44.126877,41.539112,36.544518,29.14727,41.012646,25.849764,19.615461,24.604303,8.483043,7.925228,1.4332674,1.2268475,1.548058,0.020305922,58.579628,0,2.0366216,1.244469,0.69635004,0.25390333,0.45466372,0,0,0,0,0,0,48.77567,18.971664,10.073675,15.849078,8.121891,4.2115355,0,0.08489855,0,3.6374176,4.9508967,0.37721592
KW1S05_k141_5394713_dvf_10014,0.37072536,0.15683128,0,0,0.45735854,0,4.10073,0,1.6078864,0,28.815798,0.099450015,0.71399164,0.10717425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_4239714_dvf_15042,28.3826,31.087547,0,44.528015,39.988377,0,98.07013,0.6032056,71.98627,2.3431382,55.162502,22.874674,36.328785,33.677082,42.65681,6.489135,3.1716058,5.090509,1.2548962,1.253881,0.32708812,0.65995455,0.097969696,0,79.33502,0,6.517142,4.373634,1.8858447,0.06829075,0.5590308,0.064807296,0,0,0,0.10483643,0,9.701356,17.833282,7.3131213,13.337154,5.8404055,1.7620549,0,0,0,1.2760863,1.9210125,0.07102014
KW1S05_k141_4836929_dvf_18169,0.24973482,0.7563404,0,0.20322193,1.5964881,0,0,0,0.22155008,0,30.651785,0.13703181,0.28108758,0.20674503,0,0,0.10099048,0,0,0,0,0,0,0,0.08769153,0,0,0,0,0,0.03856817,0,0,0,0,0,0,0,0.5767211,0.43671715,0.034942232,0,0,0,0,0,0,0,0
KW1S05_k141_9591178_dvf_11031,18.248297,57.055676,0,16.66925,33.422997,0,11.024815,0,46.16136,9.128944,43.768204,5.9585624,8.61134,13.1832485,12.974125,9.390413,6.8199387,9.718069,2.0223165,1.025884,0.12743461,0.32724425,0.6234322,0,6.210725,0,6.052252,5.781368,1.5499814,0.6828952,0.92111355,0.08837198,0,0,0,0,0,18.941353,5.9844265,2.713762,6.7912354,2.2842607,0.37757638,0,0,0,0.46402293,1.0716196,0.110678725
KW1S05_k141_6035439_dvf_10871,15.9746,49.949707,0,13.042575,62.142242,0.643942,9.298351,0,100.34661,6.947479,50.506176,6.8249454,11.0870285,9.378905,8.996137,8.245923,6.245162,11.974192,3.2359743,1.6482233,0.25862044,2.490455,0.20333825,0,12.164584,0,21.455784,21.922028,10.9380665,0.88193125,5.9625535,0,0,0,0,0,0,1.8304887,11.277512,4.478915,7.066389,5.826025,7.2098765,0,0,0,0.941705,1.9935517,0.028076926
KW1S05_k141_7826567_dvf_11407,17.176695,0.860496,0,0,2.4759586,0,0.6922995,0,0.35288364,0.22070086,64.12806,0.5674849,2.14903,0.47043172,0.6796003,0,0,0.16781677,0,0,0,0.15822878,0,0,0.13967454,0,3.8524466,2.0009181,1.1241678,0.27015764,0.15357786,0,0,0,0,0,0,0,0.9185979,0.12647279,0.16696732,0.0597018,0.066387385,0,0,0,0,0,0
KW1S05_k141_9612076_dvf_13434,17.102802,1.5489978,0,1.594132,0.11364171,0,0.23513652,0,3.595662,0,44.0464,0.29652894,2.4330292,1.2782408,1.3760622,0.2965657,0,0.2849912,0,0,0,0.33588576,0,0,0.11859963,0,0.12581412,0.049970828,0.057851322,0,0,0,0,0,0,0,0,0.24687663,0.1559989,0.42955935,0.4725811,0.20277458,0.28185233,0,0,0,0,0,0.011360141
KW1S05_k141_10805811_dvf_11482,1.5807114,0.4103401,0,0.7717832,0.3324035,0,1.5131104,0,0.3505786,0.4385185,41.75567,1.6045994,2.4908247,0.9347178,0.77903223,0.69396687,0,0,0,0.49279425,0.12242914,1.1003666,0,0,1.387622,0,0,0,0,0,0,0,0,0,0,0,0,0.28884694,0.18251953,0.12564668,0.33175337,0,0,0,0,0,0,0,0
KW1S05_k141_2506526_dvf_36963,25.019913,0,0,0,0,0,0,0,0,0,32.533245,0,0.08290041,0,0,0,0,0,0,0.025513187,0.019015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_147299_dvf_28697,0.89119464,0.15049998,0,0.12866639,0.21279754,0,0.44030026,0,0.14027053,0,40.14357,0.17351855,0.17796564,0.18699566,0.062339954,0,0,0,0.02989883,0,0,0.03144781,0,0,0.1110407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01256817,0.022123057,0,0,0,0,0,0.13377628,0,0
KW1S05_k141_6071205_dvf_14728,22.069874,0.9597076,0,0.100280814,0.051828586,0,0.42895493,0,0.2733123,0,27.025738,0.033809494,0.20805594,0.10930638,0.12146724,0,0,0,0,0,0,0,0,0,0,0,0,0.0455804,0,0,0,0,0,0,0,0,0,0,0.14229286,0.073465936,0,0.04623971,0,0,0,0,0,0,0
KW1S05_k141_10826647_dvf_12063,2.2226725,0,0,0.1224352,0.063278735,0,0,0,0,0,44.677727,0,0,0.04448491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54986995,0,0.08969629,0,0,0.09416574,0,0,0,0,0,0
KW1S05_k141_4904872_dvf_44063,4.877318,1.1316442,0,1.1563963,4.1403494,0,4.767306,0,3.8825572,0.22853956,136.5063,1.7629215,2.57307,1.9729178,1.5428102,0.54250467,0.6662809,2.519769,0.15577817,0.04280434,0.12761104,0.08192432,0,0,1.952578,0,0,0,0.017637806,0,0,0,0,0,0,0,0,0.07526815,0.16646421,0.22100304,0.1440813,0.43275577,0.042965803,0,0,0,0.058083165,0,0.010390496
KW1S05_k141_5475718_dvf_17274,21.1572,0,0,0,0,0,0,0,0,0,40.624893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_5484680_dvf_12871,0,0,0,0,0,0,0,0,0.3127452,0,28.351511,0,0,0.08338458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08141128,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_194279_dvf_27640,18.565205,10.767414,0,5.5304937,5.0538945,0,9.085619,0,28.1075,0.18216604,58.110546,2.738344,26.089716,6.814549,7.8100214,2.0179772,0.7966264,2.3547654,0.18625328,0.06823762,0.050858583,0.2612034,0.044430178,0,3.8044739,0,1.4064509,1.3358157,1.0122391,0,0.44367,0,0,0,0,0,0,1.9198498,7.4304466,1.4614655,4.0425587,1.3304992,0.9589302,0,0,0,0.092594735,0.19007939,0.033128537
KW1S05_k141_8492627_dvf_17913,0.6908286,0,0,0.123675756,0.08522653,0,0.4408564,0,0.22471634,0.9837963,43.406677,0.055596072,0.17106281,0.11982839,0.26631975,0.111205935,0,0,0,0,0,0.05038005,0,0,0.08894476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116992645,0.020134471,0,0.07603622,0,0,0,0,0,0,0
KW1S05_k141_10278742_dvf_15547,0.47757688,0.17677942,0,0.5699887,0,0,0,0,0.64728624,0,26.179813,0.12811378,0.13139719,0.034516077,0,0,0,0.12312896,0,0.060657613,0,0,0,0,5.0215545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134797,0,0,0,0.024354566,0,0,0,0,0,0
KW1S05_k141_205325_dvf_12042,38.844704,14.313511,0,7.7268686,78.28552,0.51293224,36.06862,0.40664056,23.900684,8.571577,44.895496,16.416264,16.200836,12.923122,22.878368,11.24881,8.837732,11.604624,0.99751663,1.1746935,0.3502071,0.22482756,0.040792234,0,28.049551,0,0,0.05574723,0.032269336,0,0,0,0,0,0,0,0,24.511885,2.2624114,0.44926354,2.794209,0.50898236,0.7546396,0,0.34228033,0,0.4250654,0,0.025346642
KW1S05_k141_4321060_dvf_10231,17.739933,7.943877,0,4.042049,9.8484745,0,33.036278,0,8.655807,3.4449694,40.605865,15.477167,4.7920995,22.50128,18.942923,1.3629384,2.6902006,4.864767,0.8386343,1.0139266,1.580091,0.97028995,0.09602582,0,26.162539,0,0,0,0.1139441,0,0,0,0,0,0,0,0,10.373306,1.4338602,3.6662645,1.7995403,0.5325137,0.2220548,0,0,0,0.25015333,0,0.029833278
KW1S05_k141_212486_dvf_17976,0,0.96103656,0,0,0,0,0,0,0,0,45.721783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_1396745_dvf_15309,23.064516,63.83492,0,17.799637,38.74247,0,9.285197,0,50.61589,11.182465,53.026943,6.5378003,12.610075,12.513806,14.996697,8.848269,8.030442,10.25354,3.026479,1.4168143,0.4132073,0.11789899,0.7861318,0,8.221839,0,6.237871,8.156202,1.4975932,0.22366568,0.8925814,0.25470805,0,0,0,0,0,23.61375,9.240252,2.4737227,6.552273,1.8683634,0.76672894,0,0,0,1.0030643,0.98665226,0.019937571
KW1S05_k141_9121830_dvf_10203,36.224094,40.482574,0,66.80445,54.68933,0,106.65637,0.070578516,99.22317,3.454424,80.994415,32.796223,49.353924,48.38692,56.40026,6.833394,9.1717825,7.3171763,4.0364914,0.7394248,0.2066644,1.1498531,0.2647957,0,103.21963,0,8.44845,7.0400825,1.8281085,0.13423888,1.0988848,0,0,0.07740374,0,0.066238895,0,21.453657,19.512934,10.675485,20.409277,10.27902,2.820413,0,0,0,2.257558,2.8320956,0.0598303
KW1S05_k141_10326495_dvf_12366,0.6671418,0.15875266,0,0.059717603,0.12345647,0,2.1712763,0.36104628,0,1.8322667,42.765816,0.8456146,0.9911849,0.13018472,0.19289121,0,0,0,0,0.07626103,0,0,0,0.05314746,0.64421296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11666465,0.4620563,0,0.1224779,0,0,0,0.20696414,0.424858,0.024682537
KW1S05_k141_263805_dvf_20092,28.557577,11.978917,0,17.348042,27.658033,0.22544307,50.624195,0.107522294,26.345446,9.898727,34.34028,12.0942545,18.65716,16.852884,19.974392,7.8324966,8.310548,12.385883,0.5551507,0.37549034,0.38480604,0.5389953,0.06112135,0.19626364,20.459038,0,0.3785507,1.3364685,0.44482926,0.034084197,0,0,0,0,0,0,0,8.088319,3.4420536,0.7539363,0.91633964,1.5591702,0.39575198,0,0,0,0.19106998,0,0
KW1S05_k141_4361581_dvf_69509,0.023737574,0.8246926,0.30767196,0.021248123,0.010981763,2.7162247,0,7.041686,0.057911113,0,38.889324,0,0.04408419,0.046321034,0.008579079,0,0,0,0,0,0,0,0,2.5529041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010099719,0,0,0
KW1S05_k141_854241_dvf_10371,0.3977377,3.4829516,0,0.14241016,0,0,0,0,1.5525383,0,33.074684,0.9122532,0.5909263,0.3621975,0.5174919,0.19207713,3.0077362,0.3691613,0.24819402,0,0,0,0.047364775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60621613,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_6781616_dvf_18031,31.570152,12.781992,0,3.6040807,44.493446,0.13702467,41.256893,0.20767486,32.370632,6.2830157,37.54937,10.715054,10.819725,10.952066,14.948593,4.0876923,3.968773,4.9898195,0.7613615,1.0460252,0.35082862,0.45045313,0.06810772,0.109348595,21.737219,0,0,0,0.04310214,0.037980128,0,0,0,0.043799587,0,0,0,15.450581,3.603037,0.72009736,4.9645624,0.33992377,1.0499707,0,0.07619729,0,0.70969963,0.10926587,0.025391625
KW1S05_k141_858531_dvf_12482,9.253185,0.37746555,0,0,0,0,0,0,0,0,32.068638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_6784378_dvf_12832,7.2006397,0.1529875,0,0.1726468,0.5353789,0,0,0,0.31369573,0.3923838,28.306427,0.5432705,0.2387974,0.20909502,0.4182441,1.2419151,0.42898133,0,0,0.5879326,0,0,0.019140432,0,0.49665445,0,0,0.052315153,0,0,0,0,0,0,0,0,0,0,0.16331741,0.02810698,0,0,0,0,0,0,0,0,0
KW1S05_k141_10347418_dvf_13598,20.203033,9.499508,0,3.312733,9.430775,0,35.542,0,5.772481,2.777101,42.070168,11.9012,7.586632,22.928154,22.672384,1.1719558,4.3180375,7.742736,0.37858805,0.9709233,1.1371558,0.3982017,0.036124434,0,28.940805,0,0,0,0.20003761,0,0,0,0,0,0,0,0,14.877849,4.9317584,4.0846443,1.3072681,0.90148044,0.36198893,0,0,0,1.0351708,0.09659131,0.06733878
KW1S05_k141_4383014_dvf_11148,9.879426,7.642634,0,2.7159297,17.392014,0.18468873,13.459289,0,8.665971,1.1291418,13.143732,2.322677,2.2905815,1.2996753,3.4769473,0.89344805,0.32918838,0.6868625,0,0,0,0,0,0,6.145542,0,0,0.060217805,0,0,0,0,0,0,0,0,0,1.1900038,0,0,0,0.061088845,0,0,0,0,0,0,0
KW1S05_k141_10958716_dvf_17093,0.28958786,0,0,0,0,0,0,0,0,0,38.953053,0,0.5975639,0,0,0,0,0,0,0,0,0,0,0,0.093211696,0,0,0.1963693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_2619796_dvf_13568,3.9522548,0.08681318,0,0,0,0,0,0,0,0,31.074148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_309876_dvf_45474,0.054425884,12.260423,0.12597057,0.032478686,0,1.7024016,0,0.5906716,0,0,61.765003,0,0.04492308,0.07080373,0,0,0,0,0,0,0,0,0,0.26014838,0,0,0,0,0,0,0,0,0.027837738,0.017367074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_3269499_dvf_62623,20.0704,0,0,0,0,0,0,0,0,0,23.003712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_10989314_dvf_11163,3.842995,6.260649,0,2.1169016,3.0087416,0,2.2637815,0,9.375521,2.0297241,42.747738,3.6577616,16.378525,15.911645,4.5406675,1.9629447,2.7943413,1.714849,0.46117,0.6758355,0.31481934,7.114243,0.15401506,0,9.420017,0,1.3626876,0.48109514,0.348103,0.030673638,0.12554781,0,0,0,0,0,0,5.9420238,2.6282942,0.54925823,0.85308444,1.3421488,0.88190013,0,0,0,0,0.41181314,0
KW1S05_k141_915281_dvf_25442,14.980907,25.725548,0,25.194174,18.631742,0,32.529358,0.056608178,75.62747,2.8696055,37.68875,2.603052,10.117004,5.926839,7.969102,1.9574245,2.307864,3.987782,1.6524775,0.85252774,0.16575716,1.1350778,0.32822657,0,15.655878,0,4.550657,2.0053225,2.0313702,0.09420913,0.977771,0.05747374,0,0,0,0,0,3.1285658,10.873004,5.3869247,10.08119,8.726201,9.108087,0.14757319,0.08100267,0,1.3580223,3.3040135,0.11397023
KW1S05_k141_6855638_dvf_11841,18.254095,0,0,0,0,0,0,0,0,0,17.06826,0,0,0,0.10072176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_11565549_dvf_55173,4.306389,0.056930322,0,0,0.0830114,0,0,0,0,0,348.71875,0,1.3514467,0.16534473,0.021616485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_351719_dvf_17651,4.6271467,0.51160973,0,10.919502,1.5568483,0,7.5163226,0,7.86779,0,39.85262,1.1002154,2.4882948,1.0336598,5.777082,1.2414227,0.10395423,0.21690397,0,0,0,0.051127862,0,0,0,0,0.90968084,0.19016148,0.022015033,0,0,0,0,0,0,0,0,0,0.059364602,1.0421001,2.8774137,6.173188,0.0643545,0,0,0,0,0,0
KW1S05_k141_8641712_dvf_33795,10.594604,16.578749,0,29.696045,29.295483,0.060923506,54.680046,0.8970777,42.58205,9.460775,25.316732,26.256552,21.368282,22.13494,24.474041,19.33382,13.953788,16.143557,7.5657935,4.353154,0.8319167,5.0737386,0.66862327,0.0583419,41.346222,0,0.1500388,0.158913,0.06899021,0.0607918,0.041470338,0,0,0.02336885,0,0,0,16.487019,6.6972756,3.7673051,4.790374,2.921961,1.501341,0,0,0,0.7573069,1.12709,0.12644295
KW1S05_k141_11570297_dvf_12205,0,11.066261,0.031289827,0,0,0.7422535,0,0.35400864,0,0,51.60957,0.08159708,0,0,0,0,0,0,0,0,0,0,0,0.75387967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_6874245_dvf_23763,11.699735,16.159126,0,24.705717,17.34625,0.12996528,21.999973,0,44.551,20.870863,31.279646,22.966337,39.2439,27.36966,34.9066,23.388329,17.7598,18.125418,2.7441196,2.2223818,0.17746893,1.2912328,0.13436562,0.11062939,33.65822,0,3.0228906,2.825014,0.85033625,0.057637475,0.5308004,0.08204615,0,0,0.06912205,0.18012421,0,4.745292,11.553057,5.3577447,9.163776,5.0439444,4.0313106,0,0.115634665,0,0.91546553,1.6858218,0.17982323
KW1S05_k141_2695959_dvf_13545,49.82206,9.159849,0,1.7446271,29.248356,0,15.974857,0.19139205,9.807038,6.505257,26.153238,6.617225,13.271999,6.814241,11.4465885,2.3530831,4.8768,8.762328,0.19003472,0.4873612,0.62269384,0,0.036265787,0,12.233282,0,0,0,0.02868862,0,0,0,0,0,0,0,0,8.325019,1.0830436,0.13313724,0.37496668,0.05027822,1.4815757,0,0,0,0,0,0.022534093
KW1S05_k141_5107440_dvf_10286,0,0.03817102,0,0,0,0,0,0,0,0,27.508007,0.14523028,0.49650788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_380207_dvf_14862,10.602384,29.244932,0,8.645769,20.544514,0,13.071436,0,50.24231,1.5245466,32.7882,4.1545777,12.851891,6.1381817,6.780959,0.536141,0.8642358,1.2880405,0.17319474,0,0.18917121,1.0930051,0,0,6.861063,0,20.641163,20.64243,7.0333734,0.55294275,3.6305592,0.1311844,0,0,0,0,0,0,3.102218,0.970714,3.2038019,1.832912,0.6878813,0,0,0,0.5166166,0.0883763,0
KW1S05_k141_9878784_dvf_25871,0.031888507,0.6374063,0.44284222,0.057088472,0,2.968472,0.12209904,4.6233506,0.15559289,0,42.25011,0,0,0.041484404,0.04609974,0,0,0,0,0,0,0,0,3.1754742,0,0.05332529,0,0,0,0,0,0,0,0,0.031744953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_6903671_dvf_10240,16.958973,22.392015,0,41.466705,26.984955,0,26.220709,0,47.368546,1.720971,31.414474,10.260415,12.967196,12.472257,17.00453,4.863359,5.7340503,8.225448,1.3406355,1.2893178,0,0,0.5276778,0,20.22703,0,2.8885033,1.1800337,0.3415318,0.26750767,0.3079446,0.047599185,0,0,0,0,0,24.93883,10.130529,5.670671,7.9358177,4.322871,1.6269706,0,0,0,2.374368,2.4370627,0.2086494
KW1S05_k141_995979_dvf_39891,1.0754143,0.80708486,0,0.388755,0.63146913,0,9.146028,0.046935216,1.7658999,0.25244135,79.34604,0.8987522,0.5121035,1.0358189,0.82218486,0.24968438,0.18399097,0.4318912,0,0.047281034,0.31715375,0.13573855,0.012314057,0,0.8786916,0.011527902,0.19066559,0.117799915,0.038964912,0.008583636,0.008783247,0,0,0,0,0,0,0,0.26267692,0.072330855,0.14323503,0.051215943,0,0,0,0,0,0.049388904,0
KW1S05_k141_5140239_dvf_10337,17.079165,0.22789615,0,0.21431786,0.14768915,0,0,0,0.5841168,0,28.132631,0.19268501,0.9881165,0.20765075,0.2307529,0,0,0,0,0,0,0,0,0,0.46239746,0,0,0.064942256,0,0,0,0,0,0,0,0,0,0,0.101368345,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_7477657_dvf_16835,0.46554095,0,0,0,0.81615466,0,5.159944,0,0.7173169,0,36.31532,0.41409248,0.78873825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39400542,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_5708523_dvf_31075,23.243013,25.332819,0,25.427536,28.125969,0,78.67835,0.05329876,50.7135,0.97217745,41.154533,20.334475,32.310604,28.009655,35.904125,1.474392,2.598083,1.3552468,0.24849752,0.24277881,0,0,0.015807563,0,78.80457,0,8.430539,5.2710915,2.3634117,0,0.66522866,0.015685137,0,0,0,0,0,2.1345394,14.836738,7.660222,11.543007,5.1062684,1.4134285,0,0.08842563,0,0.700055,1.4370798,0.049110904
KW1S05_k141_10470919_dvf_10641,1.2404662,0,0,0.4857885,0,0,0.14842704,0,0.3782862,0,28.911674,0.51474565,0,0.05042961,0.4483212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_5733083_dvf_25774,13.347552,15.766627,0,10.171339,14.156607,0,17.587152,0.07264269,36.07722,22.465778,49.814922,31.780924,59.840855,34.16605,34.450424,26.741795,18.652237,23.544216,3.5619895,1.829448,0.49086604,2.9762132,0.5145861,0,19.22504,0,10.984183,8.72539,3.105804,0.23913155,1.2778387,0,0,0,0,0,0,12.353065,11.098844,4.5478916,8.6951,4.4918575,2.3064542,0,0,0.027237581,1.8866708,0.10192043,0.094738655
KW1S05_k141_9329024_dvf_16114,0.8191511,0.048731178,0,0,0.7105605,0,4.3126554,0,0.12490206,0,31.738775,0,0.31693435,0.03330157,0,0,0,0,0,0,0,0,0,0,0.39549896,0,0,0,0,0,0,0,0,0,0,0,0,0.20581734,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_6957569_dvf_10187,0,0.07708395,0,0.072491206,0,0,0,0,0,0,32.40456,0.24440277,0,0,0.52683896,0,0,0,0,0,0,0,0,0,0,0,0.082958035,0,0,0,0,0,0,0,0,0,0,0,0.41144383,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_6966307_dvf_48950,30.724257,1.38763,0,0.78448063,0.3586644,0,0.22586076,0,2.0969615,0.2571537,53.135494,1.7089881,0.7511946,2.1815662,0.9258542,0.12208571,0.14994043,0.46928358,0.05258468,0.07706182,0.028717699,0.1843632,0.060210835,0,0.16274439,0,0.25896636,0.08228496,0.06350764,0.006995094,0,0.00995742,0,0,0,0,0,0.06775364,0.34250283,0.10315348,1.4655728,0.30607572,0.05414674,0,0,0,0.10456869,0.08049736,0.003117715
KW1S05_k141_2206155_dvf_12662,4.365358,0.620166,0,0.8748238,0.843993,0,0.99789107,0,4.927565,1.1929559,42.032104,2.7921484,0.9680139,1.7375993,25.996717,0.7866182,1.5940497,1.5118353,0.609861,0.2979131,0.055509847,1.2116398,0.038794827,0,0.7549838,0.072636165,0.133485,0,0.24551405,0,0,0,0,0,0,0,0,7.0720735,1.0758158,0.3133278,0.701952,0,0.38874787,0,0,0,0.20212595,0,0
KW1S05_k141_4547520_dvf_20363,14.929427,19.551336,0,0,4.2734265,0,1.2410053,0,8.401371,11.374218,27.92819,5.281952,1.3041701,0.105411075,12.328835,22.01086,9.551588,4.5123863,0.08427115,0.18524656,0.17258401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05145826,0,0.15588701,0,0,0,0,0,0,0,0
KW1S05_k141_6980927_dvf_10428,27.45212,10.128182,0,12.038698,14.640034,0,19.235264,0,29.143982,8.932564,34.2398,20.628382,12.537519,14.871845,36.312355,13.753959,7.918136,8.995015,0.658233,0.90433824,0.26960707,1.2115852,0.047105875,0.18907408,24.598778,0,0,0.3862532,0,0,0.13439682,0,0,0,0,0,0,6.360837,7.23483,0.83007777,2.2525911,1.6979746,0.76250947,0,0.13175233,0,0.24542756,0.12595403,0.14634842
KW1S05_k141_5775468_dvf_11777,8.861419,0.8001231,0,1.5049019,5.4444966,0,0.13410987,0,2.0507822,0.64130116,32.89194,2.7905622,1.561135,0.6379129,0.6582492,0.84572977,1.8696401,0.6501778,0.9471076,0.4804503,0,0.076628834,0.47966638,0,0.54114544,0.15618902,0.14351591,0.39901134,0.2309681,0.029074451,0.14875288,0.08277416,0,0,0,0,0,0.28161165,0.17794763,0.12249937,0.70079386,0.11565228,0.19290504,0,0,0,0,0,0
KW1S05_k141_2214168_dvf_52528,26.919521,0.6652416,0,0.39363962,0.66846716,0,0.66149604,0,1.341066,0.33549237,69.50211,0.9384838,0.68058103,0.69468206,0.9081986,0.4930021,0.27945414,0.5466473,0.06533709,0.0538595,0,0.1546246,0,0,0.48530838,0,0.14479594,0.17892008,0.044386312,0.006518615,0.01334041,0,0,0,0,0,0,0.06313852,0.17953475,0.13045818,0.19337964,0.11668379,0.26670912,0,0,0,0,0.0375071,0.002905348
KW1S05_k141_4555788_dvf_38122,37.362705,1.0608203,0,1.0460434,1.7019876,0,0.7457483,0,1.2142977,0.26415557,137.20677,1.1233245,0.8573871,2.4633741,1.6893895,1.4631156,0.7701153,0.753221,0.09002747,0,0,0.1893831,0,0,2.6330163,0,0.46553075,0.5458935,0.030579772,0,0.009190822,0,0,0,0,0,0,0.43499038,0.46727237,0.018921819,0.09992111,0.1250493,0.039729334,0,0,0,0,0.03445382,0
